23	118	182	80		99	75	75	False
23	118	182	80		99	76	75	False
22	118	182	80		99	76	76	False
22	118	182	80		99	76	76	False
22	118	183	80		99	76	76	False
22	118	182	79		99	76	76	False
20	118	182	80		99	76	75	False
20	118	182	80		99	76	75	False
20	118	182	80		99	76	75	False
20	119	183	80		99	76	75	False
20	119	183	80		99	76	75	False
20	119	183	80		99	76	75	False
20	118	183	80		99	76	75	False
20	118	183	80		99	75	75	False
20	118	183	80		99	75	75	False
20	118	183	80		99	75	75	False
20	118	183	80		99	75	74	False
20	118	183	80		99	75	74	False
20	118	183	80		99	75	73	False
20	118	183	80		99	74	73	False
23	118	182	79		99	74	73	False
23	118	182	79		99	74	73	False
22	118	182	79		99	74	73	False
23	118	182	79		99	74	73	False
23	118	182	79		99	74	73	False
24	117	182	79		99	74	73	False
27	117	182	79		99	74	73	False
26	118	182	79		99	74	73	False
27	118	182	79		99	74	73	False
31	118	182	79		99	74	74	False
31	118	182	79		99	74	74	False
30	118	182	79		99	74	74	False
38	118	182	79		99	74	74	False
0	0	0	0		99	74	74	False
0	0		99	74	74	False
0	0		99	0	74	False
0	0		99	0	74	False
0	0		99	0	74	False
0	0		99	0	74	False
0	0	0	0		99	0	72	False
0	0	0	0		99	0	72	False
0	0	0	0		100	0	72	False
0	117	183	54		100	0	72	False
0	117	184	58		100	0	72	False
0	118	183	63		100	0	73	False
0	119	183	66		100	0	77	False
0	119	184	68		100	0	77	False
0	119	184	71		100	0	78	False
0	119	184	73		100	0	78	False
0	119	184	73		100	79	78	False
0	119	183	75		100	79	78	False
18	119	183	76		100	79	78	False
18	119	183	76		100	78	78	False
19	119	183	78		100	78	77	False
19	120	184	78		100	78	77	False
19	120	184	78		100	78	77	False
19	120	183	79		100	78	77	False
19	120	184	79		100	78	77	False
19	120	184	80		100	77	77	False
19	120	184	80		100	77	77	False
19	120	184	80		100	77	77	False
19	120	184	80		99	77	77	False
19	120	184	80		99	77	76	False
19	120	184	81		99	77	76	False
19	120	184	81		99	77	76	False
19	120	184	81		99	77	76	False
19	120	184	81		99	76	76	False
19	120	184	81		99	76	76	False
19	120	184	81		99	76	76	False
19	120	184	81		99	76	76	False
18	120	184	81		100	76	76	False
22	120	184	80		100	76	76	False
21	120	184	80		100	76	75	False
22	120	184	80		100	76	75	False
23	120	184	80		100	76	75	False
23	120	184	81		99	76	75	False
24	120	184	81		99	76	75	False
26	120	184	81		99	76	75	False
25	120	184	81		99	76	75	False
24	119	184	81		99	76	75	False
26	119	183	80		99	76	76	False
26	119	184	80		99	76	75	False
27	119	183	80		99	76	75	False
32	119	183	80		99	75	75	False
31	119	184	80		99	75	75	False
32	119	184	80		99	76	75	False
32	119	183	80		100	76	75	False
31	119	184	80		100	75	75	False
30	119	184	80		100	75	75	False
29	119	184	80		99	75	75	False
32	119	183	80		99	75	75	False
32	119	184	81		99	75	74	False
31	120	184	81		99	75	74	False
29	121	184	82		99	75	74	False
29	122	184	82		99	75	74	False
31	124	184	84		99	76	74	False
31	125	185	85		99	76	74	False
30	126	185	86		99	78	74	False
30	127	186	87		99	78	74	False
30	127	187	87		99	84	75	False
27	127	187	87		100	84	78	False
27	126	187	86		100	88	83	False
27	125	187	86		100	88	84	False
26	125	186	85		100	89	84	False
26	123	185	84		100	89	84	False
26	123	185	84		100	89	84	False
26	122	184	83		100	89	84	False
26	122	184	83		100	85	81	False
26	121	184	83		99	85	80	False
20	121	184	82		99	83	79	False
20	120	184	82		99	83	78	False
20	120	184	81		99	79	77	False
21	119	183	81		99	79	76	False
21	119	183	81		99	77	75	False
21	119	184	81		99	77	75	False
19	118	183	80		99	75	74	False
19	118	183	80		99	75	73	False
19	118	183	80		99	74	72	False
19	118	183	80		99	74	72	False
18	118	183	80		99	73	72	False
18	118	183	80		99	72	72	False
18	118	183	80		99	72	72	False
18	118	183	80		99	72	72	False
18	119	183	80		100	72	72	False
18	119	183	80		100	73	73	False
